"wdpaid"|"name"|"v_sqkm"|"r_sqkm"|"f_sqkm"|"p_sqkm"|"fp_sqkm"
555516532|"Persina"|"256.897916813051"|"257.71393707562527"|"0.6911847304544441"|"26.614614149467947"|"0.27648272896289805"
555516533|"Bulgarka"|"240.179597296613"|"240.14634466318225"|"0"|"237.76258267363548"|"0"
555516534|"Sveti Iliyski vazvishenia"|"84.6432714261939"|"84.47356610411524"|"0"|"24.349780558588055"|"0"
555516535|"Bakadzhitsite"|"45.0488685193607"|"45.632568132704215"|"0"|"29.973353039137795"|"0"
555516536|"Kermenski vazvishenia"|"21.0928681795323"|"20.92492978499484"|"0"|"0"|"0"
555516537|"Grebenets"|"98.9211341398072"|"99.26758139183755"|"0"|"60.06184814021654"|"0"
555516538|"Preslavska planina"|"140.709652164905"|"141.05099516348298"|"0"|"94.7514075147989"|"0"
555516539|"Reka Vacha - Trakia"|"5.50201487373123"|"5.104345394535542"|"0"|"0.28359085558533603"|"0"
555516540|"Reka Sazliyka"|"9.92097155062208"|"10.046879643711327"|"0"|"0"|"0"
555516541|"Reka Luda Yana"|"4.73903814283485"|"4.877287651254422"|"0"|"0.0705270084269047"|"0"
555516542|"Reka Ovcharitsa"|"11.6446414604669"|"11.817177147091387"|"0"|"0"|"0"
555516543|"Reka Stryama"|"40.7826164482263"|"40.249801579596785"|"0"|"1.3365900841269498"|"0"
555516544|"Golyama reka"|"74.5684484480677"|"74.0499459099908"|"0"|"49.38716687660433"|"0"
555516545|"Banska reka"|"0.753359373404334"|"0.567875689890623"|"0"|"0"|"0"
555516546|"Reka Kayaliyka"|"0.714177531065524"|"0.5674691634180546"|"0"|"0"|"0"
555516547|"Reka Mechka"|"33.1057632147589"|"32.76210801927231"|"0"|"5.11770338425803"|"0"
555516548|"Reka Cherkezitsa"|"1.44769470678797"|"1.205436591572762"|"0"|"0"|"0"
555516549|"Reka Chinardere"|"11.5575115695715"|"11.508082944586524"|"0"|"1.34936031649399"|"0"
555516550|"Reka Sokolitsa"|"1.4163381693325"|"1.3463089471142295"|"0"|"0"|"0"
555516551|"Reka Blatnitsa"|"10.7980590196028"|"10.577151088732956"|"0"|"0"|"0"
555516552|"Reka Martinka"|"7.2302602019186"|"7.580453316050532"|"0"|"0"|"0"
555516553|"Reka Omurovska"|"5.32456018452924"|"5.861672195484633"|"0"|"0.846228532819509"|"0"
555516554|"Reka Pyasachnik"|"18.7974559176522"|"18.724028439507716"|"0"|"2.26065503527951"|"0"
555516555|"Bozhite mostove"|"0.330791747677982"|"0.3477167080731393"|"0"|"0"|"0"
555516556|"Rilski manastir"|"252.638212378407"|"252.51125153438107"|"36.48858145885039"|"118.29499440031691"|"25.15385313473416"
555516557|"Archar"|"8.07192200287724"|"8.07215884352136"|"0"|"0.137960153105497"|"0"
555516558|"Vidbol"|"13.0229320766112"|"12.971032087589494"|"0"|"3.1026871273994447"|"0"
555516559|"Voynitsa"|"31.0026759898352"|"30.581233442486"|"0"|"12.94735640201781"|"0"
555516560|"Golyama Kamchia"|"2.16864822630198"|"2.2326669058213233"|"0"|"0.20942348881316203"|"0"
555516561|"Reka Lom"|"14.3869327254633"|"14.02992044121671"|"0"|"0.276564681244373"|"0"
555516562|"Deleyna"|"22.5275455732685"|"22.73741908551667"|"0"|"16.3494812697439"|"0"
555516563|"Reka Skat"|"4.08265067448091"|"4.293964020600317"|"0"|"0"|"0"
555516564|"Tsibritsa"|"9.614081937444"|"10.447887530612"|"0"|"0"|"0"
555516565|"Voynishki Bakadzhik"|"11.3984699180921"|"11.792082462622162"|"0"|"9.24984167428112"|"0"
555516566|"Chernata mogila"|"0.13077816258508"|"0.0693506257948875"|"0"|"0"|"0"
555516567|"Portitovtsi - Vladimirovo"|"6.63540446284997"|"6.446584825434918"|"0"|"0.901115344605684"|"0"
555516568|"Vartopski dol"|"9.85448235252655"|"10.073041475599522"|"0"|"4.484707059751512"|"0"
555516569|"Mominbrodsko blato"|"0.26572553604269"|"0.27604364643526114"|"0"|"0"|"0"
555516570|"Makresh"|"20.567460846545"|"20.434505839337344"|"0"|"5.037358287259102"|"0"
555516571|"Vidinski park"|"15.7550137995775"|"15.91510120115685"|"0"|"13.021531890651222"|"0"
555516572|"Shishentsi"|"5.71516802899623"|"5.437729204515216"|"0"|"1.376761447598934"|"0"
555516573|"Orizishteto"|"4.74822703354645"|"4.606426683134322"|"0"|"0"|"0"
555516574|"Timok"|"4.93896462090456"|"5.072540834546092"|"0"|"0.137134871574879"|"0"
555516575|"Dolno Linevo"|"0.176022524868615"|"0.2757937374608514"|"0"|"0"|"0"
555516576|"Kozloduy"|"1.25246490663725"|"1.173118302313089"|"0"|"0"|"0"
555516577|"Ostrovska step - Vadin"|"3.01145093258585"|"3.318597409399037"|"0"|"0.1382571440293789"|"0"
555516578|"Marten - Ryahovo"|"11.7353805054414"|"11.833947956552747"|"0"|"4.678553693746808"|"0"
555516579|"Pozharevo - Garvan"|"63.0992978274199"|"63.72261145497203"|"0"|"23.829089305934687"|"0"
555516580|"Ostrov Bliznatsi"|"6.05078488898301"|"6.134777508549221"|"0"|"0.413405639178753"|"0"
555516581|"Ostrovi Kozloduy"|"9.08249350019219"|"9.454967280403615"|"0"|"2.139000819436551"|"0"
555516582|"Ostrov Chayka"|"5.04567995082289"|"4.8719905495650755"|"0"|"0.480323159659147"|"0"
555516583|"Gora Topolyane"|"0.675875090433121"|"0.7066637055501936"|"0"|"0.21200249161458"|"0"
555516584|"Ostrov Kutovo"|"1.18325509010094"|"1.237466537342309"|"0"|"0.687477714421272"|"0"
555516585|"Gora Topolchane"|"0.666307693517849"|"0.6326382763338092"|"0"|"0.281176179479599"|"0"
555516586|"Gora Zhelyu Voyvoda"|"0.720439886824906"|"0.843784263802529"|"0"|"0.42189367820406"|"0"
555516587|"Gora Blatets"|"0.478843746395215"|"0.4921711762835982"|"0"|"0"|"0"
555516588|"Kardam"|"9.18901902052625"|"9.459215618058682"|"0"|"0"|"0"
555516589|"Izvorovo - Kraishte"|"10.8223566844173"|"11.238395222859152"|"0"|"0.137919022110462"|"0"
555516590|"Rositsa - Loznitsa"|"18.1319316914231"|"17.88887356928253"|"0"|"7.018021508650071"|"0"
555516591|"Kompleks Kaliakra"|"483.599585669518"|"483.79102728136286"|"7.22429843528723"|"1.8054694119656092"|"0.138896008078575"
555516592|"Aheloy - Ravda - Nesebar"|"39.2960911913385"|"39.285323724477976"|"0"|"0"|"0"
555516593|"Svishtovska gora"|"19.1784935028821"|"19.245832442783126"|"0"|"4.0153351466338645"|"0"
555516594|"Reka Maritsa"|"146.960758531468"|"147.76666359685797"|"0"|"6.030091163329599"|"0"
555516595|"Varkan"|"0.0069377997699976"|"0"|"0"|"0"|"0"
555516596|"Marina dupka"|"0.0266125782687366"|"0"|"0"|"0"|"0"
555516597|"Sedlarkata"|"0.00802876209851308"|"0"|"0"|"0"|"0"
555516598|"Bilernitsite"|"0.644201057286739"|"0.695784268928051"|"0"|"0"|"0"
555516599|"Bozhia most - Ponora"|"2.27647274798274"|"2.2253901956601148"|"0"|"0.695378453912258"|"0"
555516600|"Kalenska peshtera"|"3.77044795339012"|"3.8292989112627587"|"0"|"2.6457616476709886"|"0"
555516601|"Kabiyuk"|"2.87099962193012"|"2.6412456788480276"|"0"|"0"|"0"
555516602|"Bozhkova dupka"|"0.0160000509887733"|"0"|"0"|"0"|"0"
555516604|"Lomovete"|"325.109874607827"|"324.87709795732763"|"7.6779589819355"|"116.44326977178265"|"7.6779589819355"
555516605|"Reka Rositsa"|"14.4142361043744"|"15.118231431772237"|"0"|"0.0697110601420402"|"0"
555516606|"Reka Yantra"|"139.070161191687"|"139.03073782699443"|"0"|"5.923919264775515"|"0"
555516607|"Yazovir Gorni Dabnik"|"25.3831103233861"|"25.161133055668824"|"0"|"0.138980721042156"|"0"
555516608|"Reka Blyagornitsa"|"15.2388269691597"|"15.037181275825024"|"0"|"0.140591024918556"|"0"
555516609|"Reka Iskar"|"94.5424187484811"|"94.46337254220938"|"0"|"7.707574705652954"|"0"
555516610|"Reka Ogosta"|"13.6467095762377"|"14.02597947573733"|"0"|"0.483397621333599"|"0"
555516611|"Devetashko plato"|"149.986206189838"|"150.15345385008976"|"0"|"29.334743799268924"|"0"
555516612|"Mikre"|"154.460316740149"|"155.88765494192808"|"0"|"116.6933747134735"|"0"
555516613|"Reka Palakaria"|"30.0249579558741"|"30.06140778175592"|"0"|"1.2700742263121612"|"0"
555516614|"Vidima"|"18.2322129468613"|"18.048728410077327"|"0"|"3.080500405356408"|"0"
555516615|"Pomorie"|"20.866817005352"|"21.03287354446102"|"0"|"0"|"0"
555516616|"Ezero Shabla - Ezerets"|"26.2463046536956"|"26.38327161918258"|"0"|"0"|"0"
555516617|"Varnensko - Beloslavski kompleks"|"1.78327447226872"|"1.8816852585578001"|"0"|"0.139390870194435"|"0"
555516618|"Taushan tepe"|"3.05495466515851"|"2.921895048985238"|"0"|"0"|"0"
555516619|"Lyubash"|"12.6426944450243"|"12.764749751024251"|"0"|"8.83634748676825"|"0"
555516620|"Izvoro"|"0.0702822051234245"|"0.1423250153071881"|"0"|"0"|"0"
555516621|"Krushe"|"2.91455441105533"|"2.9176107783861163"|"0"|"0.711642881511211"|"0"
555516622|"Ropotamo"|"981.640395384843"|"981.4901149218612"|"9.962019733217716"|"75.8410663614668"|"7.206770293094156"
555516623|"Emine - Irakli"|"168.060928822378"|"168.07122975336455"|"0"|"66.95730692628523"|"0"
555516624|"Strandzha"|"1536.4837961025"|"1538.0701917092665"|"54.02188284765173"|"1097.5883584833027"|"54.02188284765173"
555516625|"Osogovska planina"|"344.319494828522"|"344.099743580451"|"2.125030378274678"|"250.41008760090273"|"1.27498386648178"
555516626|"Zemen"|"177.179172045107"|"176.79186064033215"|"0"|"101.92000762277287"|"0"
555516627|"Skrino"|"127.302796044617"|"127.80569257254979"|"0"|"69.44470246472474"|"0"
555516628|"Karlukovo"|"288.238760110385"|"288.69150037179656"|"0"|"51.05937150896287"|"0"
555516629|"Karvav kamak"|"176.361329434858"|"175.95383016876556"|"0"|"171.24260871506837"|"0"
555516630|"Reka Mesta"|"193.841594295966"|"194.35075420873866"|"0.2139087028458123"|"112.03825556769071"|"0.2139087028458123"
555516631|"Oranovski prolom - Leshko"|"132.451946708928"|"131.95239375361646"|"0"|"69.2534803175148"|"0"
555516632|"Rupite - Strumeshnitsa"|"104.418530743449"|"104.15419181664316"|"0"|"6.163959472802644"|"0"
555516633|"Sreden Pirin - Alibotush"|"688.501660772033"|"689.0937422540874"|"23.84016779446602"|"474.2304785748524"|"22.622180928620814"
555516634|"Rodopi - Zapadni"|"2727.10640748183"|"2728.5830338689007"|"59.260354833517134"|"2559.7989536138884"|"59.18887505881124"
555516635|"Rodopi - Sredni"|"1551.31015698406"|"1552.2251728624685"|"30.22640936023666"|"1008.0150501339808"|"26.88315365951801"
555516636|"Rodopi - Iztochni"|"2175.65038545892"|"2173.2821009462637"|"7.6446822688975375"|"1243.5902380358966"|"5.64425953615213"
555516637|"Brestovitsa"|"26.7018128100705"|"26.674228750421303"|"0"|"20.715074555637138"|"0"
555516638|"Ostar kamak"|"160.033299539053"|"161.18439869089102"|"0"|"21.130900449484322"|"0"
555516639|"Balgarski izvor"|"26.1747438761822"|"26.60257249599767"|"0"|"8.380634173246147"|"0"
555516640|"Pastrina"|"35.4671144457962"|"36.02735505757093"|"0"|"1.735311907658335"|"0"
555516641|"Popintsi"|"208.970631718561"|"209.2899509262888"|"0"|"120.30206356635308"|"0"
555516642|"Zapadna Stara planina i Predbalkan"|"2193.36353171697"|"2194.0142975178674"|"16.38384455574059"|"1339.0555800190064"|"15.688904677440878"
555516643|"Iskarski prolom - Rzhana"|"226.659341927128"|"226.92173236635563"|"0"|"172.50796141930547"|"0"
555516644|"Etropole - Baylovo"|"274.261275183862"|"273.94620003767045"|"0"|"241.22334599595507"|"0"
555516645|"Plana"|"27.8572301929812"|"27.821407520251274"|"0"|"26.20137461327958"|"0"
555516646|"Ostritsa"|"44.216704212556"|"44.29106944731802"|"0"|"11.686447976310726"|"0"
555516647|"Yadenitsa"|"170.041550436246"|"170.35205587141266"|"0"|"158.1550240756141"|"0"
555516648|"Sredna gora"|"1103.25845066829"|"1102.800955316287"|"0"|"865.8414651779738"|"0"
555516649|"Tsentralen Balkan - bufer"|"1384.05924734186"|"1381.9768695946648"|"14.536506477321865"|"1228.073534638837"|"14.044796836503986"
555516650|"Mammari - Deneia"|"1.08336546673263"|"0.857760896205902"|"0"|"0"|"0"
555516651|"Alykos Potamos - Agios Sozomenos"|"4.09673695160892"|"4.3735235205988845"|"0"|"0"|"0"
555516652|"Periochi Mitserou - Agrokipias"|"6.13215496176297"|"5.934895481490376"|"0"|"0"|"0"
555516653|"Dasos Machaira"|"44.3159326965087"|"44.57792189444015"|"43.79593009367107"|"21.586713428138047"|"21.508510093859464"
555516654|"Madari - Papoutsa"|"45.8182510543901"|"45.96949298219849"|"10.00641819858885"|"30.015511719554183"|"8.364664247652057"
555516655|"Periochi Platy"|"6.2362715562782"|"6.178754014888291"|"0"|"5.94410760709763"|"0"
555516656|"Koilada Kedron - Kampos"|"182.720392355733"|"182.93621389174837"|"28.530997664839767"|"140.93536579370806"|"28.530997664839767"
555516657|"Fountoukodasi Pitsilias"|"1.27372294714418"|"1.3293083715801244"|"0"|"0"|"0"
555516658|"Koilada Potamou Maroullenas"|"0.722716524399776"|"0.624999192453146"|"0"|"0"|"0"
555516659|"Potamos Peristeronas"|"0.377866961278732"|"0.1561826533362865"|"0"|"0"|"0"
555516660|"Koilada Kargoti"|"1.07079707514568"|"1.4838576562478503"|"0"|"0"|"0"
555516661|"Thalassia Periochi Nisia"|"1.91122379367045"|"1.9535926653218258"|"0"|"0"|"0"
555516662|"Periochi Polis - Gialia"|"17.5137840877934"|"17.02028372911617"|"0"|"0"|"0"
555516663|"Cha - Potami"|"26.2859017821443"|"26.419282156901343"|"0"|"0"|"0"
555516664|"Koilada Diarizou"|"13.5904478773005"|"14.097702153100954"|"0"|"0.8607833760344981"|"0"
555516665|"Episkopi Morou Nerou"|"4.1962115845332"|"4.620190592526916"|"0"|"0"|"0"
555516666|"Thalassia Periochi Moulia"|"2.0014589453392"|"1.64646403842735"|"0"|"0"|"0"
555516667|"Koili - Mavrokolympos"|"2.96973877376559"|"3.1310018337059047"|"0"|"0"|"0"
555516668|"Periochi Skoulli"|"1.00220536689279"|"1.1720103695545196"|"0"|"0"|"0"
555516669|"Chersonisos Akama"|"179.269477739005"|"179.55023862797367"|"82.12456746748356"|"0.468762682105542"|"0.468762682105542"
555516670|"Periochi Agiatis"|"5.10883639905309"|"5.15907623247719"|"0"|"5.15907623247719"|"0"
555516671|"Periochi Stayros Tis Psokas - Karkavas"|"50.5904478499296"|"51.01198914499972"|"0"|"47.49554745233056"|"0"
555516672|"Periochi Drymou"|"0.0793072729536155"|"0.1564326723599434"|"0"|"0"|"0"
555516673|"Periochi Kritou Marottou"|"0.0492930642289519"|"0"|"0"|"0"|"0"
555516674|"Dasos Lemesou"|"48.3624616064033"|"48.64675768082359"|"0"|"8.45878518790579"|"0"
555516675|"Koilada Limnati"|"4.39280513944095"|"4.5436774202914245"|"0"|"0"|"0"
555516676|"Periochi Asgatas"|"1.06988673061392"|"1.0187721253540523"|"0"|"0"|"0"
555516677|"Periochi Lympion - Agias Annas"|"5.1706077579423"|"5.315908527757648"|"0"|"0"|"0"
555516678|"Dasos Stavrovouniou"|"19.2952689850981"|"19.565138440222295"|"0"|"0.156495043678761"|"0"
555516679|"Periochi Lefkaron"|"1.32110834672453"|"1.2525193808841704"|"0"|"0"|"0"
555516696|"Lounín"|"0.189535537846625"|"0.1849409632411004"|"0"|"0"|"0"
555516680|"Ethniko Dasiko Parko Rizoelias"|"0.907704597354755"|"0.9383896969609257"|"0.8601915647394653"|"0"|"0"
555516681|"Limni Oroklinis"|"0.535111795760393"|"0.5472282019290929"|"0"|"0"|"0"
555516682|"Chuchelské háje"|"0.748354822894923"|"0.8611329978826041"|"0"|"0.7381166153998371"|"0"
555516683|"Havránka a Salabka"|"0.0273533586564139"|"0"|"0"|"0"|"0"
555516684|"Prokopské údolí"|"1.26796835721794"|"1.1066267075622078"|"0"|"0.122963622462749"|"0"
555516685|"Blatov a Xaverovský háj"|"2.13922930145671"|"1.9038485902917384"|"0"|"1.1668966968538763"|"0"
555516686|"Kaňon Vltavy u Sedlce"|"0.347570965248775"|"0.4909074869277479"|"0"|"0.1840546369256974"|"0"
555516687|"Obora Hvězda"|"0.0191288181074411"|"0"|"0"|"0"|"0"
555516688|"Milíčovský les"|"0.114184163307011"|"0.122998797869205"|"0"|"0"|"0"
555516689|"Lochkovský profil"|"0.343140043051258"|"0.49225892616415023"|"0"|"0"|"0"
555516690|"Praha - Petřín"|"0.526003139493518"|"0.5528599149417882"|"0"|"0.245707746442795"|"0"
555516691|"Praha - Letňany"|"0.649570226723134"|"0.7363876624798777"|"0"|"0"|"0"
555516692|"Radotínské údolí"|"1.09465440636492"|"1.1076173123278616"|"0"|"0.5538068145489691"|"0"
555516693|"Na pramenech"|"0.0303612062777132"|"0"|"0"|"0"|"0"
